1,0.304051121218363,0.19361341827272,0.163074998260921,0.19361341827272,0.163074998260921,0.163074998260921,0,0.47553108355459,0.372579865945962,0,0.238224860376036
0.304051121218363,1,0.304051121218363,0.271481053610807,0.304051121218363,0.271481053610807,0.271481053610807,0,0.421998728397202,0.351665478053376,0,0.351665478053376
0.19361341827272,0.304051121218363,1,0.163074998260921,0.19361341827272,0.163074998260921,0.163074998260921,0,0.304051121218363,0.238224860376036,0,0.238224860376036
0.163074998260921,0.271481053610807,0.163074998260921,1,0.163074998260921,0.133086930698233,0.133086930698233,0,0.271481053610807,0.206873557102869,0,0.206873557102869
0.19361341827272,0.304051121218363,0.19361341827272,0.163074998260921,1,0.163074998260921,0.163074998260921,0,0.304051121218363,0.238224860376036,0,0.238224860376036
0.163074998260921,0.271481053610807,0.163074998260921,0.133086930698233,0.163074998260921,1,0.687384851140685,0,0.271481053610807,0.206873557102869,0,0.206873557102869
0.163074998260921,0.271481053610807,0.163074998260921,0.133086930698233,0.163074998260921,0.687384851140685,1,0,0.271481053610807,0.206873557102869,0,0.206873557102869
0,0,0,0,0,0,0,1,0,0,1,0
0.47553108355459,0.421998728397202,0.304051121218363,0.271481053610807,0.304051121218363,0.271481053610807,0.271481053610807,0,1,0.549999174998487,0,0.351665478053376
0.372579865945962,0.351665478053376,0.238224860376036,0.206873557102869,0.238224860376036,0.206873557102869,0.206873557102869,0,0.549999174998487,1,0,0.284037401363075
0,0,0,0,0,0,0,1,0,0,1,0
0.238224860376036,0.351665478053376,0.238224860376036,0.206873557102869,0.238224860376036,0.206873557102869,0.206873557102869,0,0.351665478053376,0.284037401363075,0,1
